Reporter,Partner,Product categories,Indicator Type,Indicator,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988
,South Africa,All Products,Export,Partner share(%)-Top 5 Export Partner,      4.17,,      4.95,      5.33,      4.28,      4.55,      4.88,,      4.64,,,,,,,,,,,,,,,,,,,
,South Africa,All Products,Import,Partner share(%)-Top 5 Import Partner,      6.91,      7.39,      7.52,      8.30,      8.24,      7.75,      8.80,      7.49,      7.25,      7.65,      8.79,     11.65,     10.79,     12.27,     10.52,      9.90,,,,,,,,,     23.44,     16.74,,
,Spain,All Products,Export,Partner share(%)-Top 5 Export Partner,,      4.85,,,,,,,,      4.57,,,,,,,,,,      5.20,,,,,,,,
,Special Categories,All Products,Export,Partner share(%)-Top 5 Export Partner,,,,,,,,,,,,,,,,,,,      7.55,,     13.09,     29.98,     23.12,     30.86,,,,
,Special Categories,All Products,Import,Partner share(%)-Top 5 Import Partner,,,,,,,,,,,,,,,,,,      6.29,     10.25,,,,      7.52,     11.12,,,,
,Switzerland,All Products,Export,Partner share(%)-Top 5 Export Partner,,,,,,,,,,,,,,,,,,,,,,      5.57,      8.37,,,,,
,United Kingdom,All Products,Export,Partner share(%)-Top 5 Export Partner,,,,      4.87,      4.63,,,      4.91,      5.05,      6.38,     11.37,     11.51,      9.75,      9.68,     10.61,      8.16,      7.96,      7.42,      5.67,      9.15,      8.25,      7.08,      6.85,      7.72,      8.15,      9.74,,
,United Kingdom,All Products,Import,Partner share(%)-Top 5 Import Partner,,,,,,,,,,,,,      6.28,      6.89,      7.07,      7.06,      8.08,      8.59,      8.35,      9.71,      9.42,     10.74,      9.89,     10.17,     13.69,     13.85,,
,United States,All Products,Export,Partner share(%)-Top 5 Export Partner,      5.38,      4.67,      6.39,     10.16,     14.16,     16.30,     14.55,     21.15,     21.44,     21.75,     10.99,     10.34,     16.78,     15.71,     18.90,     20.72,     18.26,     18.05,     17.43,     17.82,      7.72,      9.80,     12.91,      7.27,     14.61,     14.25,,
,United States,All Products,Import,Partner share(%)-Top 5 Import Partner,      4.61,      5.74,      5.21,      6.53,      8.08,      7.62,      5.73,      5.51,      6.97,      6.75,      5.68,      5.95,      8.06,      7.65,      8.44,      7.83,      9.74,      9.44,      9.48,     10.68,      9.04,      9.87,     11.70,     13.03,,,,
,Unspecified,All Products,Export,Partner share(%)-Top 5 Export Partner,,,,,,,,,,,,,,,,      4.76,,,,,,,,,,,,
,World,All Products,Trade Indicator,Country Growth (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,
,World,All Products,Tariff,Duty Free Tariff Lines Share (%),     43.63,     35.40,     33.91,     30.91,     29.93,     27.98,     27.98,     26.51,     30.05,     29.03,     29.14,     27.28,     18.19,     19.57,     21.05,     22.52,     21.80,     11.14,     18.62,     16.07,      8.34,      4.57,     18.13,      0.47,     24.87,     20.54,,
,World,Animal,Export,Export Product share(%),      1.66,      1.33,      1.30,      1.33,      1.08,      1.47,      1.72,      1.41,      1.34,      1.51,      2.79,      3.05,      2.56,      2.76,      2.62,      2.12,      1.52,      1.82,      1.62,      1.44,      1.61,      1.53,      1.22,      1.57,      7.19,      6.39,,
,World,Capital goods,Export,Export Product share(%),      7.86,      7.07,      6.63,      5.31,      5.30,      5.89,      5.91,      7.13,      5.97,      6.46,      9.38,      8.52,      6.77,      7.38,      5.70,      4.83,      6.73,      7.85,      6.93,      5.42,      5.76,      5.77,      5.14,      6.22,      1.63,      2.20,,
,World,Chemicals,Export,Export Product share(%),      3.70,      2.90,      2.39,      2.06,      2.03,      2.38,      2.36,      3.04,      2.50,      3.04,      5.27,      5.16,      3.76,      4.55,      3.46,      3.09,      3.93,      4.93,      4.55,      4.42,      4.80,      4.43,      3.57,      5.14,      1.13,      0.71,,
,World,Consumer goods,Export,Export Product share(%),     17.31,     16.22,     11.80,     13.63,     14.61,     15.41,     12.37,     11.65,     10.20,     16.43,     23.37,     23.85,     19.62,     19.41,     18.18,     15.71,     15.26,     16.69,     13.49,     12.35,     13.89,      9.81,      9.47,     12.04,     19.45,     23.39,,
,World,Food Products,Export,Export Product share(%),      8.73,      4.78,      5.13,      4.98,      4.24,      5.00,      6.21,      4.63,      4.31,      5.17,      8.27,      9.60,      8.25,      8.61,      7.89,      6.27,      8.12,     11.06,      9.41,     10.27,      9.91,      4.63,      3.33,      3.33,     52.46,     48.29,,
,World,Footwear,Export,Export Product share(%),      0.26,      0.17,      0.20,      0.14,      0.13,      0.24,      0.14,      0.10,      0.10,      0.11,      0.12,      0.18,      0.16,      0.19,      0.19,      0.17,      0.18,      0.22,      0.19,      0.17,      0.17,      0.10,      0.09,      0.10,      0.43,      0.06,,
,World,Fuels,Export,Export Product share(%),     28.16,     50.96,     48.86,     53.72,     53.17,     50.75,     50.43,     45.90,     50.68,     46.37,     17.89,     14.28,     34.82,     35.89,     36.47,     42.84,     36.56,     24.54,     29.49,     32.64,     10.29,     13.26,     16.53,      7.17,      0.19,      0.23,,
,World,Hides and Skins,Export,Export Product share(%),      0.38,      0.43,      0.53,      0.44,      0.36,      1.17,      0.39,      0.49,      0.38,      0.31,      0.45,      0.48,      0.37,      0.55,      0.57,      0.53,      0.52,      0.68,      0.75,      0.61,      0.99,      0.74,      0.60,      0.77,      0.40,      0.44,,
,World,Intermediate goods,Export,Export Product share(%),     27.72,     18.39,     20.04,     18.44,     19.48,     20.28,     18.57,     21.62,     21.19,     23.94,     33.29,     32.23,     24.13,     21.41,     24.64,     17.61,     24.28,     21.38,     19.95,     24.91,     28.56,     21.44,     20.54,     24.01,     11.82,     13.06,,
