Reporter,Partner,Product categories,Indicator Type,Indicator,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988
,World,Mach and Elec,Export,Export Product share(%),      5.17,      3.51,      3.18,      2.85,      2.89,      3.29,      3.23,      4.00,      3.77,      3.95,      5.63,      5.52,      4.25,      4.35,      4.19,      3.32,      4.20,      4.85,      3.81,      3.35,      3.47,      3.19,      2.97,      3.40,      1.31,      1.24,,
,World,Metals,Export,Export Product share(%),      9.99,      7.14,      6.65,      5.69,      6.39,      7.81,      6.55,      9.11,      9.27,      9.42,     13.20,     14.14,      8.75,      8.22,      7.72,      7.51,      8.79,      7.19,      7.41,      9.99,     13.06,      9.81,     10.21,     11.81,      0.22,      0.22,,
,World,Minerals,Export,Export Product share(%),      6.19,      5.35,      5.85,      4.78,      4.88,      4.78,      4.80,      5.42,      3.85,      3.30,      4.85,      4.55,      2.50,      3.65,      3.37,      2.95,      3.71,      4.94,      3.87,      3.91,      4.69,      3.03,      3.71,      4.73,      2.64,      3.19,,
,World,Miscellaneous,Export,Export Product share(%),      1.39,      0.78,      0.77,      0.68,      1.04,      0.90,      1.25,      1.22,      1.21,      1.24,      1.48,      3.17,      1.65,      1.89,      1.35,      5.41,      1.71,      7.48,      6.58,      4.60,     19.38,     30.53,     31.38,     40.00,      1.05,      1.15,,
,World,Plastic or Rubber,Export,Export Product share(%),      1.58,      1.09,      1.82,      3.44,      2.91,      1.37,      1.13,      1.43,      0.98,      1.09,      1.57,      1.53,      1.24,      1.20,      1.08,      0.97,      1.26,      1.98,      1.39,      1.61,      1.48,      0.84,      0.78,      1.20,      0.27,      0.36,,
,World,Raw materials,Export,Export Product share(%),     46.30,     58.01,     61.26,     62.36,     60.01,     58.10,     62.44,     58.96,     62.01,     52.60,     33.17,     30.84,     48.50,     50.85,     50.91,     56.91,     53.00,     48.14,     53.98,     53.50,     33.47,     33.20,     34.22,     18.35,     66.22,     60.87,,
,World,Stone and Glass,Export,Export Product share(%),     14.10,      9.10,     11.07,     10.54,     11.01,      9.06,      8.65,      9.17,      9.87,     11.00,     16.37,     14.72,     12.24,      9.01,     13.56,      8.18,      8.71,      5.23,      8.54,      8.55,      7.50,     10.04,     11.53,      3.91,      0.62,      0.62,,
,World,Textiles and Clothing,Export,Export Product share(%),      2.62,      1.77,      1.57,      1.53,      1.47,      1.65,      1.94,      2.11,      2.04,      2.30,      4.35,      6.70,      5.43,      5.31,      4.60,      4.73,      5.30,      6.66,      5.82,      5.30,      5.91,      4.60,      4.92,      3.05,      7.67,      5.64,,
,World,Transportation,Export,Export Product share(%),      5.96,      4.96,      4.55,      3.47,      3.67,      4.09,      4.16,      5.14,      3.57,      4.26,      6.82,      6.18,      5.30,      5.54,      3.81,      3.05,      4.32,      3.96,      3.68,      2.38,      2.85,      2.84,      2.82,      3.62,      0.75,      1.19,,
,World,Vegetable,Export,Export Product share(%),      8.16,      4.54,      4.88,      3.37,      3.34,      4.28,      4.67,      4.42,      3.67,      4.53,      6.48,      6.58,      5.40,      5.05,      5.37,      5.26,      7.49,     10.15,      8.41,      5.94,      8.62,      6.27,      3.29,      6.62,     22.93,     29.37,,
,World,Wood,Export,Export Product share(%),      1.93,      1.19,      1.26,      0.97,      1.39,      1.78,      2.36,      2.42,      2.46,      2.39,      4.45,      4.16,      3.32,      3.23,      3.74,      3.60,      3.68,      4.30,      4.47,      4.82,      5.28,      4.16,      3.05,      3.60,      0.74,      0.90,,
,World,Capital goods,Import,Import Product share(%),     26.79,     26.67,     28.94,     28.71,     28.20,     30.17,     31.10,     30.11,     30.83,     29.92,     28.60,     27.75,     29.26,     27.86,     27.28,     27.51,     30.04,     30.81,     29.04,     30.53,     34.02,     39.70,     37.14,     36.69,     31.35,     29.74,,
,World,Consumer goods,Import,Import Product share(%),     36.46,     35.88,     36.26,     34.71,     35.44,     34.73,     33.46,     29.36,     30.24,     30.84,     31.40,     29.82,     31.64,     31.07,     31.13,     30.54,     29.11,     27.50,     24.85,     26.72,     25.64,     23.01,     23.70,     20.85,     29.66,     34.34,,
,World,Intermediate goods,Import,Import Product share(%),     19.73,     20.15,     19.68,     19.78,     20.17,     20.06,     20.53,     20.87,     21.25,     20.60,     19.80,     19.38,     21.48,     23.52,     23.31,     22.56,     23.89,     23.69,     22.64,     23.37,     24.40,     23.83,     23.93,     23.60,     31.09,     28.59,,
,World,Raw materials,Import,Import Product share(%),     11.86,     13.19,     12.43,     13.68,     13.50,     11.69,     11.85,     14.48,     13.20,     14.15,     14.13,     13.71,     12.57,     12.53,     13.41,     14.45,     12.39,     11.20,     13.20,     12.39,     11.92,      6.07,      6.97,      7.19,      6.16,      5.79,,
,World,All Products,Tariff,Maximum Rate (%),    824.53,    414.88,   3000.00,   3000.00,   3000.00,   5000.00,    652.95,   1464.86,   3000.00,   3000.00,   3000.00,   2298.16,    431.35,   2051.09,   1924.48,   3000.00,   1054.99,    600.00,    499.82,   1607.50,   3000.00,     80.00,    498.59,    115.00,    300.72,    394.98,,
,World,All Products,Tariff,Simple Average (%),     10.16,     10.24,     10.75,     11.51,     11.47,     11.62,     11.54,     11.98,     12.00,     12.05,     12.45,     12.86,     13.52,     14.44,     14.93,     15.70,     18.63,     20.33,     18.88,     19.42,     30.58,     23.41,     15.51,     28.13,     11.33,     16.47,,
,World,All Products,Tariff,Weighted Average (%),      7.05,      7.35,      7.07,      7.14,      7.37,      7.90,      7.70,      6.89,      6.96,      7.43,      7.64,      6.99,     10.41,     10.26,      9.71,      9.74,      9.73,     16.52,     10.20,     12.59,     45.15,     17.54,     12.48,     25.32,     11.32,     14.11,,
,World,Capital goods,Tariff,Weighted Average (%),      4.32,      5.43,      5.12,      5.46,      4.98,      5.42,      5.10,      4.50,      4.70,      4.83,      4.81,      4.56,      7.13,      7.82,      6.66,      5.73,      5.89,     13.19,      7.90,      9.36,     12.84,     17.94,      9.63,     15.99,      9.12,      9.32,,
,World,Consumer goods,Tariff,Weighted Average (%),     11.45,     12.01,     11.61,     11.67,     11.25,     11.92,     11.50,     11.32,     11.25,     12.14,     13.12,     12.48,     17.29,     16.17,     15.17,     18.45,     18.59,     24.45,     19.33,     21.76,     78.86,     19.36,     20.23,     35.93,     22.92,     25.25,,
,World,Intermediate goods,Tariff,Weighted Average (%),      5.58,      6.10,      6.11,      5.58,      6.12,      6.73,      7.18,      6.89,      6.18,      6.65,      6.68,      5.76,      9.17,      8.77,      8.81,      8.16,      8.39,     13.51,      8.48,     10.47,     36.26,     16.96,     11.56,     24.82,      7.85,     13.03,,
,World,Raw materials,Tariff,Weighted Average (%),      2.00,      2.38,      2.24,      2.36,      3.21,      3.82,      4.09,      2.48,      2.60,      3.75,      3.82,      2.79,      5.09,      3.98,      5.79,      3.92,      4.57,     11.26,      3.43,      5.90,     68.96,      8.90,      4.59,     32.03,      2.86,     12.71,,
,World,All Products,Trade Indicator,World Growth (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,
