Reporter,Partner,Product categories,Indicator Type,Indicator,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988
,World,Fuels,Export,Export Product share(%),      8.65,     13.67,     21.21,     22.98,     19.85,     20.42,     20.26,     23.45,     14.00,     21.70,     21.22,     17.87,     16.25,     14.92,     15.02,     17.31,     13.07,     10.21,     14.27,     16.58,     14.48,     15.14,     10.35,     12.35,     16.06,     15.72,      2.40,
,World,Hides and Skins,Export,Export Product share(%),      0.60,      0.64,      0.51,      0.45,      0.46,      0.51,      0.47,      0.56,      0.76,      0.69,      0.68,      0.77,      0.82,      0.83,      0.89,      0.87,      0.89,      1.01,      1.07,      1.09,      1.22,      1.26,      1.29,      0.74,      0.77,      0.66,      0.91,
,World,Intermediate goods,Export,Export Product share(%),     21.20,     21.39,     19.84,     20.86,     21.98,     22.37,     22.40,     21.44,     23.00,     21.22,     20.88,     21.64,     20.60,     19.41,     19.04,     18.60,     19.89,     21.58,     22.95,     24.43,     27.27,     25.55,     26.10,     26.50,     29.89,     32.98,     39.24,
,World,Mach and Elec,Export,Export Product share(%),     19.11,     17.19,     14.98,     14.67,     13.98,     15.93,     16.23,     15.97,     17.78,     17.84,     18.14,     19.60,     21.22,     22.59,     23.11,     23.28,     23.44,     21.16,     18.13,     16.95,     16.75,     17.26,     19.02,     18.37,      9.28,     10.36,     10.73,
,World,Metals,Export,Export Product share(%),      6.70,      6.99,      6.36,      6.89,      7.69,      8.14,      7.87,      8.79,     10.35,      9.83,      8.94,      8.89,      7.37,      7.37,      7.04,      7.21,      7.26,      8.07,      8.75,      8.96,     10.45,      9.66,     10.32,     12.24,     13.77,     15.91,     17.82,
,World,Minerals,Export,Export Product share(%),      6.18,      7.33,      7.27,      7.22,      8.17,      7.69,      5.73,      5.49,      6.60,      5.39,      4.68,      3.91,      2.80,      2.53,      2.57,      2.59,      2.75,      3.07,      3.01,      3.08,      3.47,      3.21,      3.44,      4.94,      6.10,      6.44,      7.29,
,World,Miscellaneous,Export,Export Product share(%),      5.15,      4.57,      3.94,      3.92,      6.02,      3.27,      4.23,      3.72,      5.36,      4.16,      4.11,      4.60,      5.16,      5.61,      5.11,      4.60,      4.03,      3.84,      4.78,      4.29,      2.90,      2.95,      3.36,      3.17,      1.98,      1.93,      1.99,
,World,Plastic or Rubber,Export,Export Product share(%),      2.70,      2.53,      2.26,      2.26,      2.23,      2.23,      2.31,      2.12,      2.54,      2.28,      2.43,      2.41,      2.38,      2.25,      2.30,      2.31,      2.30,      2.34,      2.23,      2.20,      2.44,      2.37,      2.58,      2.45,      2.07,      2.02,      2.48,
,World,Raw materials,Export,Export Product share(%),     27.40,     31.55,     36.75,     36.38,     36.51,     33.63,     31.19,     32.96,     27.15,     31.84,     28.92,     26.37,     26.26,     24.21,     22.76,     24.24,     23.04,     23.22,     26.71,     28.09,     27.36,     28.13,     24.96,     26.56,     34.62,     32.46,     22.54,
,World,Stone and Glass,Export,Export Product share(%),      3.74,      3.59,      3.67,      4.22,      4.03,      3.78,      3.67,      2.80,      2.97,      2.76,      2.47,      2.58,      2.65,      2.49,      2.10,      2.08,      2.42,      2.57,      2.30,      2.44,      2.63,      2.88,      2.43,      2.39,      2.41,      2.36,      1.27,
,World,Textiles and Clothing,Export,Export Product share(%),      2.32,      2.17,      1.93,      2.02,      2.11,      2.23,      2.50,      2.59,      3.13,      3.04,      3.83,      3.91,      4.50,      4.87,      4.41,      4.62,      5.05,      5.09,      4.86,      4.42,      4.44,      4.04,      4.10,      4.56,      4.22,      3.46,      4.96,
,World,Transportation,Export,Export Product share(%),     14.19,     12.32,     11.31,      9.81,      9.23,      9.36,      8.10,      8.88,     10.24,      9.44,      9.43,      9.80,     10.28,     11.38,     12.12,     11.64,     11.33,     11.77,      9.93,      9.33,      8.40,      8.09,      9.06,      8.61,      8.61,      8.36,      8.57,
,World,Vegetable,Export,Export Product share(%),     11.52,     10.36,      9.70,      9.27,      9.35,      8.57,      8.96,      8.57,      8.36,      6.55,      7.19,      7.92,      8.52,      7.57,      7.63,      7.29,      9.15,     11.33,     10.88,     10.21,     11.22,     12.00,     10.61,      8.23,     10.72,      8.75,     11.46,
,World,Wood,Export,Export Product share(%),      2.66,      2.38,      2.07,      1.95,      2.06,      2.32,      2.43,      2.37,      2.79,      2.49,      2.67,      2.96,      3.03,      2.85,      2.97,      2.95,      3.16,      3.10,      3.10,      3.20,      4.21,      3.71,      4.15,      4.17,      4.01,      4.32,      4.94,
,World,Capital goods,Import,Import Product share(%),     37.34,     35.38,     35.68,     35.44,     34.53,     36.13,     36.18,     34.53,     33.00,     36.48,     36.88,     36.98,     36.76,     37.80,     38.81,     38.33,     39.40,     39.05,     37.80,     36.37,     34.38,     34.50,     33.43,     32.26,     30.22,     31.17,     26.75,
,World,Consumer goods,Import,Import Product share(%),     31.18,     32.43,     32.13,     31.76,     31.77,     30.85,     29.82,     29.75,     29.37,     29.10,     29.29,     28.05,     29.20,     29.24,     29.40,     27.96,     28.31,     28.05,     27.97,     27.09,     27.49,     27.27,     26.34,     24.06,     20.07,     17.79,     10.19,
,World,Intermediate goods,Import,Import Product share(%),     22.46,     22.19,     21.87,     22.61,     23.01,     22.82,     22.80,     23.53,     22.19,     22.07,     23.14,     23.84,     23.19,     22.16,     21.96,     21.63,     22.31,     22.76,     23.00,     24.09,     25.51,     23.61,     23.75,     23.61,     25.84,     25.31,     29.39,
,World,Raw materials,Import,Import Product share(%),      6.30,      7.69,      7.91,      7.73,      8.51,      8.16,      8.70,     10.18,      8.83,      8.60,      8.78,      8.89,      8.60,      7.88,      7.57,      7.52,      7.16,      7.36,      8.47,     10.02,      8.48,      8.53,      9.04,     12.04,     15.21,     18.78,     32.82,
,World,All Products,Tariff,Maximum Rate (%),   1080.41,    167.80,    845.23,    871.30,    908.05,    997.16,    542.27,    615.13,   1199.52,    659.65,    731.99,   1767.53,   1774.88,   1790.93,    774.23,   2024.58,   2290.74,    260.00,    262.00,   2674.58,    100.00,     40.00,     80.00,   3000.00,    385.28,    105.00,     85.00,
,World,All Products,Tariff,Simple Average (%),      8.49,      7.37,      8.32,      8.09,      8.41,      8.91,      7.84,      8.00,      8.57,      8.98,      9.34,      9.66,     11.19,     11.44,     11.77,     12.71,     13.12,     12.23,     12.27,     13.29,     11.96,     11.86,     13.37,     14.66,     16.78,     33.50,     42.92,
,World,All Products,Tariff,Weighted Average (%),      6.26,      4.07,      6.25,      5.58,      5.66,      6.03,      4.41,      4.44,      4.91,      4.74,      5.28,      5.22,     12.26,      7.26,     12.36,     12.95,      9.13,     13.05,     12.64,     12.88,      9.52,     12.23,     12.47,     13.64,     13.21,     18.95,     31.92,
,World,Capital goods,Tariff,Weighted Average (%),      7.21,      3.63,      4.88,      4.06,      4.20,      4.29,      3.78,      4.17,      4.33,      4.05,      4.34,      4.53,     10.41,      5.88,     10.71,     11.80,      7.94,     11.67,     11.65,     11.60,      9.44,     14.74,     14.72,     14.92,     16.89,     32.46,     40.44,
,World,Consumer goods,Tariff,Weighted Average (%),      7.52,      5.95,      8.85,      7.34,      7.52,      8.31,      6.31,      5.85,      6.87,      6.67,      7.77,      7.36,     15.13,      9.61,     15.55,     15.83,     11.34,     16.55,     16.58,     16.48,     12.00,     15.20,     12.90,     17.77,     16.29,     28.57,     39.78,
,World,Intermediate goods,Tariff,Weighted Average (%),      5.18,      3.44,      5.45,      5.16,      5.05,      5.40,      3.76,      4.15,      4.06,      4.13,      4.55,      4.64,     11.01,      6.71,     11.05,     11.42,      8.22,     11.01,     10.33,     10.48,      8.06,      8.52,     10.07,     10.90,     11.50,     20.12,     29.99,
,World,Raw materials,Tariff,Weighted Average (%),      1.88,      1.53,      6.73,      6.88,      6.00,      6.25,      1.99,      1.79,      2.48,      2.48,      2.84,      2.83,     13.50,      6.53,     12.13,     12.20,      9.29,     12.94,     10.03,     12.98,      5.98,      7.57,      9.96,      8.79,      4.67,      2.57,     14.11,
,World,All Products,Trade Indicator,World Growth (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,
