Reporter,Partner,Product categories,Indicator Type,Indicator,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988
,World,Transportation,Export,Export(US$ Mil),         426380.19,         444323.89,         443630.21,         472478.41,         467503.98,         415415.38,         307639.42,         404293.92,         348530.61,         293277.65,         250942.52,         222978.09,         184794.92,         157836.09,         139777.93,         146889.15,         134695.31,         129805.47,         129844.29,         120505.47,         121359.36,         120146.90,         114465.44,         104218.06,          90906.71,          82397.61,          75691.12,          73591.35
,World,Vegetable,Export,Export(US$ Mil),          82894.31,         116302.82,         108899.68,         114565.35,         118325.63,          88631.42,          70361.62,          80964.21,          58706.73,          44029.09,          38929.21,          38420.34,          32648.47,          28901.18,          25876.23,          26944.69,          26097.35,          27984.14,          29347.97,          27414.21,          24104.34,          23797.88,          18965.48,          17849.30,          12130.69,          12167.10,          13197.26,           3297.03
,World,Wood,Export,Export(US$ Mil),          77603.89,          93566.36,          87490.39,          80099.57,          83286.58,          69859.13,          55953.94,          62846.45,          58718.08,          51390.89,          43974.64,          40089.94,          34103.41,          31391.38,          29363.22,          32394.85,          28562.99,          25601.43,          29180.29,          28872.56,          29127.27,          25350.02,          23252.68,          17698.05,          14416.83,          13433.59,          12804.32,           3381.97
,World,All Products,Export,Exports (in US$ Mil),        5168339.67,        5699391.24,        5574419.06,        5431260.79,        5269732.86,        4501847.46,        3454860.43,        4192792.20,        3676161.22,        3178158.15,        2710730.01,        2360934.68,        1895298.90,        1593728.92,        1476372.29,        1608241.85,        1342163.78,        1269598.15,        1351387.76,        1279320.53,        1253320.45,        1068477.56,         921723.37,         728340.74,         589476.85,         531127.42,         493981.19,         357690.00
,World,Capital goods,Import,Import(US$ Mil),        1815407.06,        1911948.26,        1885521.82,        1820111.95,        1707237.85,        1547858.87,        1202295.86,        1375094.55,        1286255.06,        1151733.08,        1000836.32,         892205.74,         708460.96,         580957.65,         523877.84,         556738.63,         433447.62,         389828.37,         459648.37,         458329.71,         413606.10,         326714.48,         260249.04,         190225.69,         153477.32,         138733.63,         113129.27,          61447.34
,World,Consumer goods,Import,Import(US$ Mil),         969204.70,        1201052.52,        1176173.39,        1171614.93,        1080916.01,         850951.33,         668133.36,         818374.84,         661806.57,         580220.92,         506664.27,         444678.87,         375540.76,         325276.44,         314177.12,         323549.04,         267539.25,         243231.14,         295555.50,         299464.62,         273354.99,         232067.63,         202054.06,         135511.64,         118087.65,         111418.12,          95208.46,          62290.30
,World,Intermediate goods,Import,Import(US$ Mil),         852172.47,        1039788.53,        1057752.63,         997485.88,        1006163.61,         826332.65,         628071.11,         771481.02,         669786.51,         569985.50,         511928.74,         461183.86,         369067.78,         311346.12,         292935.86,         311118.58,         262036.43,         247064.94,         308072.82,         308643.58,         303658.61,         245796.94,         212817.73,         159610.43,         129161.74,         119988.39,         113957.77,          79128.88
,World,Raw materials,Import,Import(US$ Mil),         722181.97,        1116028.09,        1160977.35,        1184028.49,        1151164.23,         846644.97,         610400.12,         874473.05,         606856.84,         517442.47,         426716.55,         331368.76,         245212.55,         201606.99,         205638.99,         221407.69,         159370.70,         141480.07,         188628.69,         187931.11,         171285.74,         147444.50,         138773.15,         133206.82,         123772.99,         120168.74,         105456.26,          84589.67
,World,All Products,Import,Imports (in US$ Mil),        4485989.84,        5402584.36,        5434344.03,        5297364.14,        5063434.00,        4148193.91,        3155326.70,        3901964.82,        3268697.18,        2857624.58,        2479268.29,        2159604.24,        1723828.21,        1443738.20,        1359264.19,        1436683.65,        1143082.94,        1040260.04,        1274712.00,        1278610.87,        1185760.61,         972617.01,         830829.91,         629138.98,         533180.98,         497998.57,         435209.31,         292469.94
,...,...,Development,"GNI per capita, Atlas method (current US$)",   9770.91,   9922.29,   9707.93,   9105.07,   8133.05,   7338.56,   6522.26,   6163.14,   5652.92,   5280.16,   4992.54,   4559.82,   4055.27,   3874.31,   3920.11,   3835.16,   3625.54,   3663.17,   4182.38,   4310.83,   4094.22,   3625.85,   3302.98,   3046.25,   2848.72,   2742.22,   2631.23,   2447.45
,...,...,Trade Indicator,HH Market concentration index,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,...,...,Trade Indicator,Index of export market penetration,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,...,...,Development,Trade (% of GDP),     58.32,     63.37,     63.29,     63.56,     64.64,     61.66,     56.62,     68.77,     68.01,     68.37,     65.55,     63.06,     57.01,     52.23,     51.05,     52.42,     47.49,     48.72,     46.75,     45.77,     45.67,     44.21,     43.66,     41.80,     40.90,     40.60,     40.44,     41.75
,...,...,Development,Trade Balance (% of GDP),      2.62,      1.31,      1.13,      1.41,      1.84,      3.05,      3.30,      3.47,      5.32,      4.92,      3.83,      3.02,      2.91,      2.64,      2.37,      2.62,      3.22,      4.20,      1.65,      0.89,      0.82,      1.38,      0.39,      1.51,      1.93,      1.51,      0.75,      1.44
,...,...,Development,Trade in services (% of GDP),     10.97,     11.18,     10.13,      9.74,      9.70,      9.18,      9.44,     11.10,     11.15,     10.42,      9.90,      9.70,      8.72,      9.45,      8.96,      8.41,      8.18,      8.82,      8.06,      7.04,,,,,,,,
,Australia,All Products,Import,Partner share(%)-Top 5 Import Partner,,,,,,,,,,,,,,,,,,,,,,,,,      4.19,      4.20,      4.32,      4.25
,China,All Products,Export,Partner share(%)-Top 5 Export Partner,     14.05,     14.27,     15.16,     14.47,     14.47,     14.36,     13.84,     12.22,     12.56,     12.47,     12.51,     12.27,     11.93,     10.67,      9.56,      8.66,      8.10,      8.16,      8.47,      8.41,      7.94,      7.76,      7.87,,,,,
,China,All Products,Import,Partner share(%)-Top 5 Import Partner,     19.95,     17.61,     17.23,     16.89,     16.17,     16.89,     17.60,     16.48,     17.58,     17.35,     16.93,     16.00,     15.62,     15.37,     14.34,     13.40,     13.00,     12.88,     11.62,     10.77,     10.65,     10.71,     10.18,      4.49,      4.60,      3.82,,
,Germany,All Products,Export,Partner share(%)-Top 5 Export Partner,,,,,,,,,,,,,,,,,,,,,,,,      4.61,      5.27,      5.06,      4.64,      5.29
,Germany,All Products,Import,Partner share(%)-Top 5 Import Partner,,,,,,,,,,,,,,,,,,,,,,      4.36,      4.22,      4.72,      4.69,      4.88,      4.45,      4.60
,"Hong Kong, China",All Products,Export,Partner share(%)-Top 5 Export Partner,      9.24,      9.04,      9.56,      8.84,      8.12,      8.12,      8.04,      7.55,      8.21,      8.27,      8.13,      8.16,      8.11,      7.61,      7.01,      6.71,      6.64,      7.18,      8.05,      7.33,      7.64,      7.80,      7.01,     10.33,      5.15,,      4.28,      4.73
,"Hong Kong, China",All Products,Import,Partner share(%)-Top 5 Import Partner,,,,,,,,,,,,,,,,,,,,,,,,      4.54,,,,
,Japan,All Products,Export,Partner share(%)-Top 5 Export Partner,      5.67,      6.40,      6.43,      7.18,      7.28,      6.83,      6.96,      7.33,      7.06,      7.67,      8.05,      8.28,      8.44,      8.72,      9.49,      8.96,      8.21,      7.70,      8.58,      9.20,      8.73,      8.43,      8.26,      8.65,      8.70,      9.06,      9.03,      5.64
,Japan,All Products,Import,Partner share(%)-Top 5 Import Partner,      7.29,      7.10,      7.33,      8.37,      8.99,     10.10,      9.82,      9.78,     10.33,     10.52,     11.32,     12.31,     12.50,     12.24,     11.83,     12.58,     12.55,     12.27,     13.26,     13.88,     15.14,     15.50,     15.38,     13.67,     13.21,     12.44,     12.56,      9.70
,"Korea, Rep.",All Products,Export,Partner share(%)-Top 5 Export Partner,      3.97,      4.05,      4.10,      4.32,      4.46,      4.49,      4.45,      4.64,      4.39,      4.42,      4.50,      4.64,      4.43,      4.42,      4.15,,,,,,,,,,,      4.55,      4.44,      4.71
,"Korea, Rep.",All Products,Import,Partner share(%)-Top 5 Import Partner,      6.75,      6.28,      6.12,      6.01,      5.96,      6.03,      5.88,      5.48,      5.83,      6.02,      5.92,      5.90,      5.59,      5.22,      5.04,      5.23,      5.11,      4.92,      4.55,      4.45,      4.48,,,,,,      4.02,      4.50
,"Other Asia, nes",All Products,Export,Partner share(%)-Top 5 Export Partner,,,,,,,,,,,,,,,,      4.87,      4.66,      4.29,,,,,,,,,,
,"Other Asia, nes",All Products,Import,Partner share(%)-Top 5 Import Partner,      6.33,      5.63,      5.51,      5.05,      5.13,      5.65,      5.56,      5.43,      6.30,      6.48,      6.45,      6.49,      6.29,      6.39,      5.80,      5.98,      5.55,      5.38,      5.17,      5.32,      5.49,      5.55,      5.73,,,,,
,Singapore,All Products,Export,Partner share(%)-Top 5 Export Partner,,,,,,,,,,,,,,,,,,,      5.02,      5.25,      5.41,      5.22,      5.00,      5.07,      5.09,      4.65,,
,United States,All Products,Export,Partner share(%)-Top 5 Export Partner,     15.02,     13.70,     13.19,     13.25,     12.73,     13.52,     14.01,     14.38,     16.07,     17.68,     18.16,     18.55,     19.59,     21.85,     22.27,     22.97,     23.90,     23.29,     21.11,     20.81,     21.31,     23.10,     23.34,     22.05,     24.16,     26.29,     28.59,     31.99
,United States,All Products,Import,Partner share(%)-Top 5 Import Partner,      8.90,      8.03,      7.82,      7.85,      7.93,      8.34,      8.73,      8.51,      9.03,      9.50,      9.78,     10.54,     11.60,     12.87,     13.89,     14.42,     16.38,     17.43,     16.70,     16.92,     16.65,     16.50,     16.42,     18.74,     20.04,     20.40,     21.20,     22.17
,World,All Products,Trade Indicator,Country Growth (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,
,World,All Products,Tariff,Duty Free Tariff Lines Share (%),     54.52,     56.69,     47.13,     51.34,     44.82,     44.68,     45.29,     42.06,     42.78,     42.60,     41.29,     43.56,     38.36,     41.59,     38.47,     40.18,     42.27,     41.27,     38.96,     41.59,     29.02,     24.60,     22.44,     23.83,     26.84,     17.90,     26.92,     25.45
,World,Animal,Export,Export Product share(%),      1.23,      1.33,      1.21,      1.16,      1.19,      1.17,      1.25,      1.11,      1.11,      1.14,      1.27,      1.36,      1.49,      1.67,      1.82,      1.59,      1.66,      1.72,      1.77,      1.86,      1.85,      2.00,      2.00,      2.36,      2.30,      2.27,      2.27,      1.40
,World,Capital goods,Export,Export Product share(%),     45.39,     42.18,     42.25,     42.25,     41.90,     44.19,     44.45,     42.39,     44.21,     44.55,     45.00,     45.25,     44.17,     43.00,     42.26,     44.36,     43.03,     40.69,     40.28,     40.77,     41.00,     39.60,     37.65,     38.21,     41.03,     40.24,     40.10,     44.18
,World,Chemicals,Export,Export Product share(%),      5.10,      5.20,      5.15,      5.30,      5.53,      5.21,      5.23,      5.06,      5.10,      5.01,      5.14,      5.18,      5.13,      4.89,      4.88,      4.68,      4.85,      4.64,      4.68,      4.67,      4.74,      4.34,      4.22,      4.47,      4.40,      4.41,      4.34,      4.48
,World,Consumer goods,Export,Export Product share(%),     29.62,     30.52,     29.83,     29.49,     28.43,     27.58,     28.25,     28.91,     28.60,     28.46,     28.59,     28.28,     29.63,     30.63,     30.91,     29.59,     30.95,     30.94,     30.61,     30.10,     29.61,     31.79,     33.68,     31.65,     29.10,     29.05,     28.44,     28.92
,World,Food Products,Export,Export Product share(%),      1.67,      1.66,      1.64,      1.62,      1.56,      1.49,      1.62,      1.40,      1.38,      1.35,      1.39,      1.41,      1.51,      1.59,      1.54,      1.35,      1.51,      1.59,      1.80,      1.99,      1.82,      1.91,      1.93,      1.93,      1.68,      1.67,      1.63,      0.89
,World,Footwear,Export,Export Product share(%),      1.72,      1.66,      1.53,      1.46,      1.37,      1.36,      1.40,      1.26,      1.27,      1.31,      1.39,      1.38,      1.53,      1.66,      1.75,      1.65,      1.71,      1.81,      1.90,      1.96,      1.98,      2.12,      2.20,      1.61,      1.15,      1.23,      1.03,      1.17
,World,Fuels,Export,Export Product share(%),      4.24,      6.58,      7.02,      7.43,      7.52,      6.50,      6.27,      7.56,      5.54,      5.86,      5.58,      4.85,      4.49,      4.50,      4.96,      4.70,      3.67,      3.75,      4.63,      4.43,      3.69,      4.10,      4.81,      6.08,      6.51,      6.81,      5.54,      1.74
