Reporter,Partner,Product categories,Indicator Type,Indicator,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988
Senegal,Germany,All Products,Import,Partner share(%)-Top 5 Import Partner,,,,,,,,,,,,,,,      4.79,      3.53,      4.29,      4.29,,,,,,,,,,
Senegal,Greece,All Products,Export,Partner share(%)-Top 5 Export Partner,,,,,,,,,,,,,,,      7.30,,,,,,,,,,,,,
Senegal,Guinea,All Products,Export,Partner share(%)-Top 5 Export Partner,,,      4.81,      4.82,      5.35,,,,,,,,,,,,,,,,,,,,,,,
Senegal,India,All Products,Export,Partner share(%)-Top 5 Export Partner,      5.36,,      6.52,     11.48,     14.03,      9.70,      7.69,     11.61,      6.72,      5.31,     12.93,     13.87,     12.79,     28.22,     12.42,     12.25,     27.92,     27.63,     29.36,     27.03,,,,,,,,
Senegal,India,All Products,Import,Partner share(%)-Top 5 Import Partner,      6.34,      5.94,      6.30,      6.65,,,,,,,,,,,,,,,,      4.75,,,,,,,,
Senegal,Italy,All Products,Export,Partner share(%)-Top 5 Export Partner,,,,,,,,,,,,      7.02,      8.30,,,     11.04,,,,,,,,,,,,
Senegal,Italy,All Products,Import,Partner share(%)-Top 5 Import Partner,,,,,,,,,,,,,,      4.19,,,      5.93,,      4.57,,,,,,,,,
Senegal,Mali,All Products,Export,Partner share(%)-Top 5 Export Partner,     16.97,     17.09,     15.95,     15.58,     17.29,     25.38,     20.59,     23.29,     24.00,     20.23,     19.16,     13.69,      9.98,     12.40,      6.93,      6.16,      9.05,      8.22,      8.40,      9.35,,,,,,,,
Senegal,Mauritania,All Products,Export,Partner share(%)-Top 5 Export Partner,,,,,,,,,,,,,,,,,      5.19,      4.12,,,,,,,,,,
Senegal,Netherlands,All Products,Import,Partner share(%)-Top 5 Import Partner,,      8.26,      8.28,,      6.52,      5.30,,,      7.21,,,,,      3.78,,,,,,,,,,,,,,
Senegal,Nigeria,All Products,Import,Partner share(%)-Top 5 Import Partner,      8.09,      8.06,     10.74,     11.78,      9.16,     10.22,      8.81,     11.85,      8.44,,     10.36,     11.74,     11.74,     18.98,      9.80,     18.89,      7.05,      5.85,     11.12,      7.78,,,,,,,,
Senegal,Spain,All Products,Export,Partner share(%)-Top 5 Export Partner,,,,,,,,,,,      5.28,,,,,      6.28,,,,,,,,,,,,
Senegal,Spain,All Products,Import,Partner share(%)-Top 5 Import Partner,      5.17,,,,,,      3.98,,,      3.77,,      4.13,      4.33,,      4.30,,,,      4.26,,,,,,,,,
Senegal,Special Categories,All Products,Import,Partner share(%)-Top 5 Import Partner,,,,,,,,,,,,,,,,,,,,      9.86,,,,,,,,
Senegal,Switzerland,All Products,Export,Partner share(%)-Top 5 Export Partner,      8.62,      9.90,      9.89,     13.20,      8.71,      7.66,      7.79,,,,,,,,,,,,,,,,,,,,,
Senegal,Thailand,All Products,Import,Partner share(%)-Top 5 Import Partner,,,,,,,      4.78,      6.83,      5.30,      4.05,      4.96,      6.22,      7.27,      7.43,      7.66,      5.32,      5.22,      5.31,,,,,,,,,,
Senegal,United Arab Emirates,All Products,Export,Partner share(%)-Top 5 Export Partner,,      6.01,,,,,,,,,,,,,,,,,,,,,,,,,,
Senegal,United Kingdom,All Products,Import,Partner share(%)-Top 5 Import Partner,,,,      5.09,      5.26,      4.91,,      4.48,,      6.01,      5.05,,,,,,,,,,,,,,,,,
Senegal,United States,All Products,Import,Partner share(%)-Top 5 Import Partner,,,,,,,,,,,,,      3.60,,,      3.64,,      5.48,      3.61,,,,,,,,,
Senegal,World,All Products,Trade Indicator,Country Growth (%),      5.63,      3.37,    -23.49,      8.30,     18.24,     31.88,    -23.20,     10.45,     21.14,     -4.90,      4.73,      5.29,      0.63,      7.52,     13.17,     -7.29,     -2.63,      5.51,      1.38,      7.95,,,,,,,,
Senegal,World,All Products,Tariff,Duty Free Tariff Lines Share (%),      2.13,      2.77,      2.71,      2.71,      2.75,      2.63,      2.63,      2.48,      2.48,      3.69,      1.62,      1.63,      1.63,      1.76,      1.65,,,,,,,,,,,,,
Senegal,World,Animal,Export,Export Product share(%),     11.42,     14.26,     12.98,     11.35,     12.68,     11.47,     12.03,     10.14,     19.98,     18.45,     16.31,     22.77,     23.10,      0.62,     29.38,     35.33,      0.52,      0.53,      1.95,      3.75,,,,,,,,
Senegal,World,Capital goods,Export,Export Product share(%),      3.25,      3.26,      2.05,      4.32,      2.83,      3.59,      7.72,      6.03,      4.02,      5.12,     10.61,      3.22,      4.73,      2.47,      3.83,      3.27,      9.64,      4.49,      3.01,      3.47,,,,,,,,
Senegal,World,Chemicals,Export,Export Product share(%),     10.04,      8.84,     10.42,     15.10,     17.94,     14.06,     12.11,     16.19,     14.52,     11.83,     20.79,     24.76,     21.66,     37.23,     16.80,     16.61,     34.84,     38.48,     36.08,     36.81,,,,,,,,
Senegal,World,Consumer goods,Export,Export Product share(%),     33.20,     37.66,     37.08,     32.52,     31.97,     39.15,     40.52,     48.85,     38.78,     42.99,     34.48,     34.22,     35.29,     36.32,     27.96,     23.51,     31.54,     29.10,     34.50,     30.54,,,,,,,,
Senegal,World,Food Products,Export,Export Product share(%),     11.45,     12.96,     13.29,      9.57,      9.42,      8.00,      8.62,      7.01,      8.21,      7.05,      6.58,      6.99,      9.41,      6.38,      6.40,      6.17,      3.76,      3.86,      1.95,      2.36,,,,,,,,
Senegal,World,Footwear,Export,Export Product share(%),      1.54,      1.39,      1.16,      0.48,      0.19,      0.32,      0.38,      0.38,      0.54,      0.63,      0.40,      0.48,      0.42,      0.42,      0.25,      0.14,      0.39,      0.31,      0.29,      0.49,,,,,,,,
Senegal,World,Fuels,Export,Export Product share(%),     13.88,     16.76,     16.51,     14.25,     14.73,     23.58,     21.85,     33.97,     19.27,     28.24,     21.06,     19.42,     20.11,     22.67,     17.83,     14.02,     17.18,     18.02,     26.58,     22.48,,,,,,,,
Senegal,World,Hides and Skins,Export,Export Product share(%),      0.71,      1.03,      1.06,      0.64,      0.27,      0.14,      0.18,      0.26,      0.61,      0.63,      0.41,      0.36,      0.44,      0.80,      0.86,      0.41,      0.58,      0.56,      1.20,      0.91,,,,,,,,
